,year,taxagroup,taxaname,value
4147,2006.0,invertebrates,Laonice sp.,1
4148,2006.0,invertebrates,Lekanesphaera hookeri,1
4149,2006.0,invertebrates,Lekanesphaera levii,1
4150,2006.0,invertebrates,Lekanesphaera sp.,1
4151,2006.0,invertebrates,Lepidepecreum longicornis,2
4152,2006.0,invertebrates,Leptognathiidae,1
4153,2006.0,invertebrates,Leptosynapta inhaerens,1
4154,2006.0,invertebrates,Leptosynapta minuta,1
4155,2006.0,invertebrates,Leucothoe incisa,2
4156,2006.0,invertebrates,Levinsenia flava,1
4157,2006.0,invertebrates,Levinsenia gracilis,1
4158,2006.0,invertebrates,Liocarcinus sp.,1
4159,2006.0,invertebrates,Litocorsa stremma,1
4160,2006.0,invertebrates,Loripes lucinalis,3
4161,2006.0,invertebrates,Lucinella divaricata,2
4162,2006.0,invertebrates,Lumbrineris nonatoi,1
4163,2006.0,invertebrates,Lumbrineris sp.,5
4164,2006.0,invertebrates,Lysidice unicornis,1
4165,2006.0,invertebrates,Lysippe labiata,1
4166,2006.0,invertebrates,Macomangulus tenuis,2
4167,2006.0,invertebrates,Macrochaeta clavicornis,2
4168,2006.0,invertebrates,Mactra stultorum,2
4169,2006.0,invertebrates,Magelona alleni,1
4170,2006.0,invertebrates,Magelona filiformis,5
4171,2006.0,invertebrates,Magelona johnstoni,11
4172,2006.0,invertebrates,Magelona minuta,3
4173,2006.0,invertebrates,Magelona mirabilis,1
4174,2006.0,invertebrates,Magelona wilsoni,1
4175,2006.0,invertebrates,Malacoceros fuliginosus,3
4176,2006.0,invertebrates,Malacoceros sp.,2
4177,2006.0,invertebrates,Malacoceros vulgaris,3
4178,2006.0,invertebrates,Maldane glebifex,2
4179,2006.0,invertebrates,Maldane sarsi,1
4180,2006.0,invertebrates,Maldanidae,2
4181,2006.0,invertebrates,Malmgreniella andreapolis,1
4182,2006.0,invertebrates,Manayunkia aestuarina,2
4183,2006.0,invertebrates,Mangelia smithii,1
4184,2006.0,invertebrates,Mangelia sp.,1
4185,2006.0,invertebrates,Marphysa fallax,1
4186,2006.0,invertebrates,Mediomastus fragilis,14
4187,2006.0,invertebrates,Mediomastus sp.,1
4188,2006.0,invertebrates,Megaluropus agilis,1
4189,2006.0,invertebrates,Melinna palmata,1
4190,2006.0,invertebrates,Melita palmata,3
4191,2006.0,invertebrates,Microphthalmus pseudoaberrans,1
4192,2006.0,invertebrates,Microspio atlantica,1
4193,2006.0,invertebrates,Miniacina miniacea,1
4194,2006.0,invertebrates,Mitrella sp.,1
4195,2006.0,invertebrates,Moerella donacina,4
4196,2006.0,invertebrates,Monocorophium acherusicum,1
4197,2006.0,invertebrates,Montacuta ferruginosa,3
4198,2006.0,invertebrates,Monticellina dorsobranchialis,4
4199,2006.0,invertebrates,Myriochele danielsseni,5
4200,2006.0,invertebrates,Mytilus galloprovincialis,1
4201,2006.0,invertebrates,NATICIDAE,1
4202,2006.0,invertebrates,NEMERTEA,12
4203,2006.0,invertebrates,Neanthes caudata,1
4204,2006.0,invertebrates,Nebalia troncosoi,1
4205,2006.0,invertebrates,Necallianassa truncata,1
4206,2006.0,invertebrates,Nematoda,12
4207,2006.0,invertebrates,Neoamphitrite edwardsi,1
4208,2006.0,invertebrates,Nephtys assimilis,1
4209,2006.0,invertebrates,Nephtys cirrosa,13
4210,2006.0,invertebrates,Nephtys hombergii,5
4211,2006.0,invertebrates,Nephtys incisa,2
4212,2006.0,invertebrates,Nereis diversicolor,1
4213,2006.0,invertebrates,Ninoe armoricana,1
4214,2006.0,invertebrates,Nothria sp.,1
4215,2006.0,invertebrates,Notomastus latericeus,4
4216,2006.0,invertebrates,Nototropis falcatus,2
4217,2006.0,invertebrates,Nototropis guttatus,1
4218,2006.0,invertebrates,Nototropis swammerdamei,2
4219,2006.0,invertebrates,Nototropis vedlomensis,1
4220,2006.0,invertebrates,Nucula nucleus,1
4221,2006.0,invertebrates,Nucula sp.,1
4222,2006.0,invertebrates,Nucula sulcata,7
4223,2006.0,invertebrates,Nuculana minuta,1
4224,2006.0,invertebrates,ORBINIIDAE,1
4225,2006.0,invertebrates,Obelia bidentata,1
4226,2006.0,invertebrates,Oligochaeta,30
4227,2006.0,invertebrates,Onchnesoma steenstrupii steenstrupii,2
4228,2006.0,invertebrates,Onoba vitrea,1
4229,2006.0,invertebrates,Onuphis eremita,1
4230,2006.0,invertebrates,Opercularella panicula,1
4231,2006.0,invertebrates,Ophelia limacina,1
4232,2006.0,invertebrates,Ophelina modesta,1
4233,2006.0,invertebrates,Ophiura albida,1
4234,2006.0,invertebrates,Ophryotrocha sp.,3
4235,2006.0,invertebrates,Orbinia latreillii,1
4236,2006.0,invertebrates,Owenia fusiformis,10
4237,2006.0,invertebrates,Oxydromus flexuosus,3
4238,2006.0,invertebrates,POLYPLACOPHORA,1
4239,2006.0,invertebrates,Paradiopatra bihanica,2
4240,2006.0,invertebrates,Paradoneis armata,10
4241,2006.0,invertebrates,Paradoneis ilvana,1
4242,2006.0,invertebrates,Paradoneis lyra,2
4243,2006.0,invertebrates,Paraehlersia ferrugina,1
4244,2006.0,invertebrates,Paragnathia formica,1
4245,2006.0,invertebrates,Paramphitrite tetrabranchia,1
4246,2006.0,invertebrates,Paraonis fulgens,1
4247,2006.0,invertebrates,Parapionosyllis cabezali,2
4248,2006.0,invertebrates,Pariambus typicus,1
4249,2006.0,invertebrates,Pectinaria auricoma,1
4250,2006.0,invertebrates,Peringia ulvae,14
4251,2006.0,invertebrates,Perioculodes longimanus,2
4252,2006.0,invertebrates,Phascolion strombus strombus,2
4253,2006.0,invertebrates,Philocheras trispinosus,1
4254,2006.0,invertebrates,Pholas dactylus,1
4255,2006.0,invertebrates,Phtisica marina,1
4256,2006.0,invertebrates,Phyllochaetopterus sp.,1
4257,2006.0,invertebrates,Phyllodoce lineata,1
4258,2006.0,invertebrates,Phyllodocidae,2
4259,2006.0,invertebrates,Pinnotheres pisum,2
4260,2006.0,invertebrates,Pisione remota,4
4261,2006.0,invertebrates,Pisione sp.,1
4262,2006.0,invertebrates,Pista cristata,1
4263,2006.0,invertebrates,Placostegus tridentatus,1
4264,2006.0,invertebrates,Plakosyllis brevipes,1
4265,2006.0,invertebrates,Platyhelminthes,1
4266,2006.0,invertebrates,Podarkeopsis capensis,1
4267,2006.0,invertebrates,Poecilochaetus serpens,2
4268,2006.0,invertebrates,Polititapes rhomboides,1
4269,2006.0,invertebrates,Polycirrus aurantiacus,3
4270,2006.0,invertebrates,Polycirrus sp.,1
4271,2006.0,invertebrates,Polydora ciliata,1
4272,2006.0,invertebrates,Polydora cornuta,4
4273,2006.0,invertebrates,Polydora sp.,2
4274,2006.0,invertebrates,Polydora tentaculata,1
4275,2006.0,invertebrates,Polygordius appendiculatus,1
4276,2006.0,invertebrates,Polyophthalmus pictus,1
4277,2006.0,invertebrates,Polyplumaria flabellata,1
4278,2006.0,invertebrates,Pontocrates arenarius,1
4279,2006.0,invertebrates,Praxillella lophoseta,1
4280,2006.0,invertebrates,Prionospio cirrifera,1
4281,2006.0,invertebrates,Prionospio dubia,1
4282,2006.0,invertebrates,Prionospio ehlersi,2
4283,2006.0,invertebrates,Prionospio fallax,8
4284,2006.0,invertebrates,Prionospio multibranchiata,4
4285,2006.0,invertebrates,Prionospio sp.,2
4286,2006.0,invertebrates,Prionospio steenstrupi,12
4287,2006.0,invertebrates,Processa nouveli,1
4288,2006.0,invertebrates,Proclea sp.,1
4289,2006.0,invertebrates,Prosphaerosyllis campoyi,1
4290,2006.0,invertebrates,Protodorvillea kefersteini,4
4291,2006.0,invertebrates,Protodrilus sp.,2
4292,2006.0,invertebrates,Pseudomystides limbata,2
4293,2006.0,invertebrates,Pseudopolydora paucibranchiata,6
4294,2006.0,invertebrates,Pseudopolydora pulchra,3
4295,2006.0,invertebrates,Pygospio elegans,2
4296,2006.0,invertebrates,Ruditapes decussatus,4
4297,2006.0,invertebrates,Ruditapes philippinarum,1
4298,2006.0,invertebrates,SCAPHOPODA,2
4299,2006.0,invertebrates,Sabellidae,2
4300,2006.0,invertebrates,Saccocirrus papillocercus,1
4301,2006.0,invertebrates,Scalibregma inflatum,2
4302,2006.0,invertebrates,Schistomeringos rudolphii,1
4303,2006.0,invertebrates,Scolaricia sp.,6
4304,2006.0,invertebrates,Scolelepis bonnieri,1
4305,2006.0,invertebrates,Scolelepis sp.,2
4306,2006.0,invertebrates,Scoloplos sp.,1
4307,2006.0,invertebrates,Scrobicularia plana,14
4308,2006.0,invertebrates,Serpula concharum,1
4309,2006.0,invertebrates,Sigalion mathildae,1
4310,2006.0,invertebrates,Sigalion squamosus,1
4311,2006.0,invertebrates,Solen marginatus,1
4312,2006.0,invertebrates,Sosanopsis wireni,1
4313,2006.0,invertebrates,Sphaerosyllis bulbosa,3
4314,2006.0,invertebrates,Sphaerosyllis hystrix,3
4315,2006.0,invertebrates,Sphaerosyllis sp.,1
4316,2006.0,invertebrates,Spio decorata,4
4317,2006.0,invertebrates,Spio martinensis,1
4318,2006.0,invertebrates,Spio sp.,1
4319,2006.0,invertebrates,Spiochaetopterus costarum,3
4320,2006.0,invertebrates,Spiophanes bombyx,7
4321,2006.0,invertebrates,Spiophanes kroyeri,4
4322,2006.0,invertebrates,Spiophanes sp.,1
4323,2006.0,invertebrates,Spisula elliptica,1
4324,2006.0,invertebrates,Spisula sp.,1
4325,2006.0,invertebrates,Sternaspis scutata,1
4326,2006.0,invertebrates,Sthenelais limicola,1
4327,2006.0,invertebrates,Streblospio shrubsolii,21
4328,2006.0,invertebrates,Syllides sp.,1
4329,2006.0,invertebrates,Syllis gracilis,1
4330,2006.0,invertebrates,Syllis krohni,1
4331,2006.0,invertebrates,Syllis parapari,2
4332,2006.0,invertebrates,Syllis pontxioi,4
4333,2006.0,invertebrates,Syllis sp.,1
4334,2006.0,invertebrates,Synchelidium maculatum,2
4335,2006.0,invertebrates,THYASIRIDAE,1
4336,2006.0,invertebrates,Tapes sp.,9
4337,2006.0,invertebrates,Tellina pygmaea,2
4338,2006.0,invertebrates,Tellina sp.,4
4339,2006.0,invertebrates,Terebellidae,2
4340,2006.0,invertebrates,Terebellides stroemii,4
4341,2006.0,invertebrates,Thalassema sp.,1
4342,2006.0,invertebrates,Tharyx killariensis,1
4343,2006.0,invertebrates,Tharyx marioni,1
4344,2006.0,invertebrates,Thyasira flexuosa,1
4345,2006.0,invertebrates,Timoclea ovata,3
4346,2006.0,invertebrates,Tritia neritea,1
4347,2006.0,invertebrates,Tritia reticulata,13
4348,2006.0,invertebrates,Tritia varicosa,6
4349,2006.0,invertebrates,Tubulanus polymorphus,7
4350,2006.0,invertebrates,Turbonilla rufa,1
4351,2006.0,invertebrates,Urothoe brevicornis,2
4352,2006.0,invertebrates,Urothoe grimaldii,1
4353,2006.0,invertebrates,Urothoe poseidonis,2
4354,2006.0,invertebrates,Urothoe pulchella,8
4355,2006.0,invertebrates,Veneridae,2
4356,2006.0,invertebrates,Venus casina,1
4357,2006.0,invertebrates,Virgularia sp.,1
4358,2006.0,macroalgae,Actinia equina,7
4359,2006.0,macroalgae,Actinia fragacea,1
4360,2006.0,macroalgae,Actinothoe sphyrodeta,1
4361,2006.0,macroalgae,Anemonia sulcata,8
4362,2006.0,macroalgae,Apoglossum ruscifolium,3
4363,2006.0,macroalgae,Asparagopsis armata,6
4364,2006.0,macroalgae,Bangia atropurpurea,8
4365,2006.0,macroalgae,Bifurcaria bifurcata,2
4366,2006.0,macroalgae,Blidingia minima,29
4367,2006.0,macroalgae,Bonnemaisonia hamifera,2
4368,2006.0,macroalgae,Bostrychia scorpioides,4
4369,2006.0,macroalgae,Bryopsis plumosa,1
4370,2006.0,macroalgae,Callithamnion tetricum,2
4371,2006.0,macroalgae,Catenella caespitosa,3
4372,2006.0,macroalgae,Caulacanthus ustulatus,31
4373,2006.0,macroalgae,Ceramiaceae,4
4374,2006.0,macroalgae,Ceramiales,6
4375,2006.0,macroalgae,Ceramium sp.,14
4376,2006.0,macroalgae,Chlorophyceae,8
4377,2006.0,macroalgae,Chondracanthus acicularis,11
4378,2006.0,macroalgae,Chondria coerulescens,5
4379,2006.0,macroalgae,Chthamalus sp.,50
4380,2006.0,macroalgae,Cladophora coelothrix,1
4381,2006.0,macroalgae,Cladophora prolifera,4
4382,2006.0,macroalgae,Cladophora sp.,1
4383,2006.0,macroalgae,Cladostephus spongiosus,4
4384,2006.0,macroalgae,Codium adhaerens,3
4385,2006.0,macroalgae,Codium fragile,4
4386,2006.0,macroalgae,Codium tomentosum,1
4387,2006.0,macroalgae,Colpomenia peregrina,9
4388,2006.0,macroalgae,Colpomenia sinuosa,2
4389,2006.0,macroalgae,Corallina officinalis,5
4390,2006.0,macroalgae,Cryptosula pallasiana,2
4391,2006.0,macroalgae,Cyanophyceae,1
4392,2006.0,macroalgae,Cystoseira tamariscifolia,3
4393,2006.0,macroalgae,Dictyota dichotoma,5
4394,2006.0,macroalgae,Ectocarpales,4
4395,2006.0,macroalgae,Electra pilosa,3
4396,2006.0,macroalgae,Ellisolandia elongata,28
4397,2006.0,macroalgae,Enteromorpha ramulosa,2
4398,2006.0,macroalgae,Enteromorpha sp.,18
4399,2006.0,macroalgae,Falkenbergia rufolanosa,13
4400,2006.0,macroalgae,Fucus ceranoides,10
4401,2006.0,macroalgae,Fucus guiryi,1
4402,2006.0,macroalgae,Fucus spiralis,3
4403,2006.0,macroalgae,Fucus vesiculosus,1
4404,2006.0,macroalgae,Gelidium latifolium,8
4405,2006.0,macroalgae,Gelidium pusillum,8
4406,2006.0,macroalgae,Gelidium sesquipedale,3
4407,2006.0,macroalgae,Gelidium spinosum,7
4408,2006.0,macroalgae,Gibbula umbilicalis,20
4409,2006.0,macroalgae,Gracilaria sp.,1
4410,2006.0,macroalgae,Gymnogongrus crenulatus,3
4411,2006.0,macroalgae,Gymnogongrus griffithsiae,1
4412,2006.0,macroalgae,Halopteris scoparia,10
4413,2006.0,macroalgae,Halurus flosculosus,1
4414,2006.0,macroalgae,Hildenbrandia rubra,9
4415,2006.0,macroalgae,Hymeniacidon sanguinea,1
4416,2006.0,macroalgae,Hypoglossum hypoglossoides,2
4417,2006.0,macroalgae,Laurencia obtusa,1
4418,2006.0,macroalgae,Lichina pygmaea,2
4419,2006.0,macroalgae,Lithophyllum byssoides,2
4420,2006.0,macroalgae,Lithophyllum incrustans,26
4421,2006.0,macroalgae,Lithothamnion sp.,1
4422,2006.0,macroalgae,Littorina littorea,3
4423,2006.0,macroalgae,Littorina saxatilis,4
4424,2006.0,macroalgae,Lomentaria articulata,1
4425,2006.0,macroalgae,Lyngbya sp.,1
4426,2006.0,macroalgae,Magallana gigas,7
4427,2006.0,macroalgae,Marthasterias glacialis,1
4428,2006.0,macroalgae,Mastocarpus stellatus,7
4429,2006.0,macroalgae,Melarhaphe neritoides,45
4430,2006.0,macroalgae,Mesophyllum lichenoides,7
4431,2006.0,macroalgae,Microcoleus lyngbyaceus,2
4432,2006.0,macroalgae,Mytilus galloprovincialis,42
4433,2006.0,macroalgae,Nitophyllum punctatum,2
4434,2006.0,macroalgae,Ostrea edulis,16
4435,2006.0,macroalgae,Paracentrotus lividus,8
4436,2006.0,macroalgae,Patella intermedia,46
4437,2006.0,macroalgae,Patella rustica,5
4438,2006.0,macroalgae,Patella ulyssiponensis,20
4439,2006.0,macroalgae,Patella vulgata,35
4440,2006.0,macroalgae,Pelvetia canaliculata,3
4441,2006.0,macroalgae,Perforatus perforatus,13
4442,2006.0,macroalgae,Petalonia fascia,4
4443,2006.0,macroalgae,Phorcus lineatus,9
4444,2006.0,macroalgae,Plocamium cartilagineum,7
4445,2006.0,macroalgae,Polysiphonia macrocarpa,4
4446,2006.0,macroalgae,Polysiphonia sp.,2
4447,2006.0,macroalgae,Porphyra linearis,1
4448,2006.0,macroalgae,Porphyra sp.,1
4449,2006.0,macroalgae,Porphyra umbilicalis,3
4450,2006.0,macroalgae,Pterosiphonia complanata,7
4451,2006.0,macroalgae,Pyropia leucosticta,5
4452,2006.0,macroalgae,Ralfsia verrucosa,20
4453,2006.0,macroalgae,Rhizoclonium tortuosum,2
4454,2006.0,macroalgae,Rhodymenia pseudopalmata,1
4455,2006.0,macroalgae,Sargassum muticum,1
4456,2006.0,macroalgae,Spartina alterniflora,4
4457,2006.0,macroalgae,Sphacelaria fusca,3
4458,2006.0,macroalgae,Sphacelaria sp.,1
4459,2006.0,macroalgae,Stramonita haemastoma,1
4460,2006.0,macroalgae,Trailliella intricata,4
4461,2006.0,macroalgae,Ulothrix sp.,1
4462,2006.0,macroalgae,Ulva compressa,14
4463,2006.0,macroalgae,Ulva rigida,16
4464,2006.0,macroalgae,Ulva sp.,5
4465,2006.0,macroalgae,Vaucheria sp.,7
4466,2006.0,macroalgae,Verrucaria maura,9
4467,2006.0,macroalgae,Xanthoria parietina,2
4468,2006.0,macroalgae,Xiphosiphonia pennata,5
4469,2006.0,phytoplankton,Alexandrium,1
4470,2006.0,phytoplankton,Alexandrium tamarense,1
4471,2006.0,phytoplankton,Amphidinium,5
4472,2006.0,phytoplankton,Amphidinium acutissimum,3
4473,2006.0,phytoplankton,Ankistrodesmus,1
4474,2006.0,phytoplankton,Apedinella radians,26
4475,2006.0,phytoplankton,Aulacoseira,1
4476,2006.0,phytoplankton,Blixaea quinquecornis,1
4477,2006.0,phytoplankton,Centrales,32
4478,2006.0,phytoplankton,Cerataulina bergonii,1
4479,2006.0,phytoplankton,Chaetoceros,16
4480,2006.0,phytoplankton,Chaetoceros (Hyalochaete),49
4481,2006.0,phytoplankton,Chaetoceros curvisetus,17
4482,2006.0,phytoplankton,Chaetoceros debilis,2
4483,2006.0,phytoplankton,Chaetoceros didymus,5
4484,2006.0,phytoplankton,Chaetoceros salsugineum,10
4485,2006.0,phytoplankton,Chaetoceros socialis,5
4486,2006.0,phytoplankton,Chaetoceros tenuissimus,1
4487,2006.0,phytoplankton,Chlamydomonas,16
4488,2006.0,phytoplankton,Chlorophyta,30
4489,2006.0,phytoplankton,Chroomonas,6
4490,2006.0,phytoplankton,Chrysochromulina,68
4491,2006.0,phytoplankton,Closterium,2
4492,2006.0,phytoplankton,Coccolithaceae,28
4493,2006.0,phytoplankton,Cryptomonas,47
4494,2006.0,phytoplankton,Cryptophyceae,18
4495,2006.0,phytoplankton,Cyclotella,2
4496,2006.0,phytoplankton,Cylindrotheca closterium,25
4497,2006.0,phytoplankton,Cymbomonas tetramitiformis,1
4498,2006.0,phytoplankton,Dicrateria rotunda,35
4499,2006.0,phytoplankton,Dinobryon,16
4500,2006.0,phytoplankton,Dinobryon faculiferum,6
4501,2006.0,phytoplankton,Dinophyceae,38
4502,2006.0,phytoplankton,Dinophysis acuta,2
4503,2006.0,phytoplankton,Dinophysis caudata,1
4504,2006.0,phytoplankton,Dinophysis tripos,1
4505,2006.0,phytoplankton,Emiliania huxleyi,48
4506,2006.0,phytoplankton,Euglena,1
4507,2006.0,phytoplankton,Euglenoida,5
4508,2006.0,phytoplankton,Eutreptiella,48
4509,2006.0,phytoplankton,Fragilaria unipunctata,1
4510,2006.0,phytoplankton,Gephyrocapsa oceanica,1
4511,2006.0,phytoplankton,Gonium,1
4512,2006.0,phytoplankton,Gonyaulax,5
4513,2006.0,phytoplankton,Gymnodiniales,56
4514,2006.0,phytoplankton,Gymnodinium,12
4515,2006.0,phytoplankton,Gymnodinium impudicum,1
4516,2006.0,phytoplankton,Gyrodinium,16
4517,2006.0,phytoplankton,Gyrodinium flagellare,9
4518,2006.0,phytoplankton,Haptolina hirta,1
4519,2006.0,phytoplankton,Hemiaulus hauckii,1
4520,2006.0,phytoplankton,Hemiselmis,55
4521,2006.0,phytoplankton,Heterocapsa,47
4522,2006.0,phytoplankton,Heterosigma akashiwo,1
4523,2006.0,phytoplankton,Isochrysis,8
4524,2006.0,phytoplankton,Kirchneriella,2
4525,2006.0,phytoplankton,Kryptoperidinium foliaceum,7
4526,2006.0,phytoplankton,Lauderia annulata,1
4527,2006.0,phytoplankton,Lauderia pumila,1
4528,2006.0,phytoplankton,Leptocylindrus,49
4529,2006.0,phytoplankton,Leptocylindrus minimus,23
4530,2006.0,phytoplankton,Lithodesmium undulatum,6
4531,2006.0,phytoplankton,Mamiella gilva,7
4532,2006.0,phytoplankton,Melosira varians,2
4533,2006.0,phytoplankton,Melosira nummuloides,6
4534,2006.0,phytoplankton,Micractinium,1
4535,2006.0,phytoplankton,Monoraphidium,5
4536,2006.0,phytoplankton,Nephroselmis,1
4537,2006.0,phytoplankton,Nitzschia,38
4538,2006.0,phytoplankton,Oblea,1
4539,2006.0,phytoplankton,Odontella,1
4540,2006.0,phytoplankton,Odontella aurita,1
4541,2006.0,phytoplankton,Ollicola vangoorii,56
4542,2006.0,phytoplankton,Oltmannsiellopsis viridis,2
4543,2006.0,phytoplankton,Oscillatoria,1
4544,2006.0,phytoplankton,Pachysphaera,33
4545,2006.0,phytoplankton,Pennales,49
4546,2006.0,phytoplankton,Peridinium,9
4547,2006.0,phytoplankton,Petalomonas,2
4548,2006.0,phytoplankton,Pfiesteria,3
4549,2006.0,phytoplankton,Phaeocystis,2
4550,2006.0,phytoplankton,Phalacroma rotundatum,1
4551,2006.0,phytoplankton,Plagioselmis,57
4552,2006.0,phytoplankton,Proboscia alata,23
4553,2006.0,phytoplankton,Prorocentrum,6
4554,2006.0,phytoplankton,Prorocentrum balticum,13
4555,2006.0,phytoplankton,Prorocentrum cordatum,13
4556,2006.0,phytoplankton,Prorocentrum gracile,2
4557,2006.0,phytoplankton,Prorocentrum micans,4
4558,2006.0,phytoplankton,Prorocentrum triestinum,20
4559,2006.0,phytoplankton,Protoperidinium,3
4560,2006.0,phytoplankton,Protoperidinium bipes,2
4561,2006.0,phytoplankton,Protoperidinium diabolum,1
4562,2006.0,phytoplankton,Protoperidinium steinii,2
4563,2006.0,phytoplankton,Pyramimonas,53
4564,2006.0,phytoplankton,Pyramimonas octopus,1
4565,2006.0,phytoplankton,Pyxidicula compressa var. compressa,2
4566,2006.0,phytoplankton,Rhabdosphaera clavigera,14
4567,2006.0,phytoplankton,Rhizosolenia,20
4568,2006.0,phytoplankton,Rhizosolenia delicatula,9
4569,2006.0,phytoplankton,Rhizosolenia flaccida,9
4570,2006.0,phytoplankton,Rhizosolenia fragilissima f. fragilissima,7
4571,2006.0,phytoplankton,Rhodomonas,1
4572,2006.0,phytoplankton,Scenedesmus,4
4573,2006.0,phytoplankton,Scrippsiella,42
4574,2006.0,phytoplankton,Skeletonema,19
4575,2006.0,phytoplankton,Tetraselmis,70
4576,2006.0,phytoplankton,Thalassiosira,29
4577,2006.0,phytoplankton,Thalassiothrix longissima,10
4578,2006.0,phytoplankton,Torodinium robustum,1
4579,2006.0,phytoplankton,Tripos,5
4580,2006.0,phytoplankton,Tripos candelabrum,3
4581,2006.0,phytoplankton,Tripos furca,14
4582,2006.0,phytoplankton,Tripos fusus,4
4583,2006.0,phytoplankton,Tripos gibberus,3
4584,2006.0,phytoplankton,Tripos hexacanthus,3
4585,2006.0,phytoplankton,Tripos lineatus,2
4586,2006.0,phytoplankton,Tripos macroceros,16
4587,2006.0,phytoplankton,Tripos muelleri,1
4588,2006.0,phytoplankton,Tripos longipes,1
4589,2006.0,phytoplankton,Xanthidium,1
4590,2007.0,fish,Anguilla anguilla,2
4591,2007.0,fish,Arnoglossus laterna,2
4592,2007.0,fish,Atherina presbyter,1
4593,2007.0,fish,Buglossidium luteum,1
4594,2007.0,fish,Callionymus lyra,3
4595,2007.0,fish,Carcinus maenas,9
4596,2007.0,fish,Crangon crangon,6
4597,2007.0,fish,Dicologlossa cuneata,1
4598,2007.0,fish,Diplodus annularis,3
4599,2007.0,fish,Diplodus sargus,5
4600,2007.0,fish,Engraulis encrasicolus,1
4601,2007.0,fish,Gobius niger,5
4602,2007.0,fish,Goneplax rhomboides,1
4603,2007.0,fish,Liocarcinus marmoreus,1
4604,2007.0,fish,Liocarcinus navigator,3
4605,2007.0,fish,Macropodia rostrata,3
4606,2007.0,fish,Maja squinado,1
4607,2007.0,fish,Mullus surmuletus,1
4608,2007.0,fish,Osteichthyes,1
4609,2007.0,fish,Pachygrapsus marmoratus,5
4610,2007.0,fish,Palaemon sp.,5
4611,2007.0,fish,Pilumnus hirtellus,1
4612,2007.0,fish,Pisidia longicornis,3
4613,2007.0,fish,Platichthys flesus,3
4614,2007.0,fish,Pomatoschistus sp.,16
4615,2007.0,fish,Solea senegalensis,7
4616,2007.0,fish,Solea solea,8
4617,2007.0,fish,Syngnathus acus,2
4618,2007.0,fish,Trachurus trachurus,1
4619,2007.0,fish,Umbrina canariensis,1
4620,2007.0,fish,Xantho pilipes,1
4621,2007.0,invertebrates,Abra alba,1
4622,2007.0,invertebrates,Abra prismatica,2
4623,2007.0,invertebrates,Abra sp.,1
4624,2007.0,invertebrates,Abyssoninoe hibernica,2
4625,2007.0,invertebrates,Acanthocardia paucicostata,1
4626,2007.0,invertebrates,Acrocirridae,1
4627,2007.0,invertebrates,Acrocnida brachiata,1
4628,2007.0,invertebrates,Alkmaria romijni,10
4629,2007.0,invertebrates,Allomelita pellucida,1
4630,2007.0,invertebrates,Ammodytes tobianus,1
4631,2007.0,invertebrates,Ampelisca brevicornis,3
4632,2007.0,invertebrates,Ampelisca cavicoxa,3
4633,2007.0,invertebrates,Ampelisca heterodactyla,5
4634,2007.0,invertebrates,Ampelisca sarsi,4
4635,2007.0,invertebrates,Ampelisca sp.,1
4636,2007.0,invertebrates,Ampharete finmarchica,5
4637,2007.0,invertebrates,Ampharetidae,1
4638,2007.0,invertebrates,Amphipholis squamata,1
4639,2007.0,invertebrates,Anapagurus hyndmanni,3
4640,2007.0,invertebrates,Anapagurus laevis,1
4641,2007.0,invertebrates,Antalis novemcostata,1
4642,2007.0,invertebrates,Anthozoa,1
4643,2007.0,invertebrates,Aonides oxycephala,2
4644,2007.0,invertebrates,Aphelochaeta sp.,1
4645,2007.0,invertebrates,Apistobranchus tullbergi,1
4646,2007.0,invertebrates,Aponuphis bilineata,4
4647,2007.0,invertebrates,Aponuphis fauveli,2
4648,2007.0,invertebrates,Aricidea catherinae,1
4649,2007.0,invertebrates,Aricidea cerrutii,2
4650,2007.0,invertebrates,Aricidea claudiae,2
4651,2007.0,invertebrates,Aricidea sp.,1
4652,2007.0,invertebrates,Armandia cirrhosa,2
4653,2007.0,invertebrates,Ascorhynchus simile,2
4654,2007.0,invertebrates,Ascorhynchus sp.,1
4655,2007.0,invertebrates,Aspidosiphon muelleri,1
4656,2007.0,invertebrates,Auchenoplax crinita,2
4657,2007.0,invertebrates,Augeneria sp.,1
4658,2007.0,invertebrates,Autonoe spiniventris,1
4659,2007.0,invertebrates,Balanus amphitrite,1
4660,2007.0,invertebrates,Balanus crenatus,1
4661,2007.0,invertebrates,Bathyporeia elegans,1
4662,2007.0,invertebrates,Bathyporeia guilliamsoniana,1
4663,2007.0,invertebrates,Bathyporeia pilosa,1
4664,2007.0,invertebrates,Bathyporeia sp.,1
4665,2007.0,invertebrates,Bittium reticulatum,1
4666,2007.0,invertebrates,Boccardia semibranchiata,1
4667,2007.0,invertebrates,Bodotria armoricana,2
4668,2007.0,invertebrates,Branchiostoma lanceolatum,1
4669,2007.0,invertebrates,Brania pusilla,1
4670,2007.0,invertebrates,Brissopsis lyrifera,2
4671,2007.0,invertebrates,Callianassa subterranea,2
4672,2007.0,invertebrates,Capitella capitata,22
4673,2007.0,invertebrates,Caprella acanthifera,1
4674,2007.0,invertebrates,Carcinus maenas,2
4675,2007.0,invertebrates,Caulleriella alata,2
4676,2007.0,invertebrates,Caulleriella bioculata,2
4677,2007.0,invertebrates,Cavernularia pusilla,1
4678,2007.0,invertebrates,Centraloecetes kroyeranus,7
