year,taxagroup,siteid,sitename,decimallatitude,decimallongitude,age,value,cumulative_value
2008.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,748
2009.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,835
2010.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,922
2011.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,1009
2012.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,1096
2013.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,1183
2012.0,water,L-A10S,Litoral de Ondarroa. Surface,43.3359,-2.4025,26,87,1446
2019.0,water,L-OI10S,Litoral de Pasaia. Surface,43.3376,-1.9324,28,87,2371
2016.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,1453
1995.0,water,E-U10LS,Zumaia (Puente Narrondo). Low Tide. Surface,43.2963,-2.2563,29,87,110
2017.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,1540
2018.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,1627
2019.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,1714
2020.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,1801
2021.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,1888
2011.0,water,L-A10S,Litoral de Ondarroa. Surface,43.3359,-2.4025,26,87,1359
2016.0,water,L-U10S,Litoral de Zumaia. Surface,43.3172,-2.2426,28,87,2076
2015.0,water,L-O20S,Litoral de Getaria. Surface,43.3156,-2.1801,21,87,1366
2018.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,1652
2020.0,water,L-OI10S,Litoral de Pasaia. Surface,43.3376,-1.9324,28,87,2458
2010.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,922
2007.0,water,E-N15LS,Barakaldo (Puente de Rontegi). Low Tide. Surface,43.2951,-2.974,21,87,692
2020.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,1358
2013.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,1183
2012.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,1096
1995.0,water,E-D10LS,Deba (Puente). Low Tide. Surface,43.2925,-2.3572,29,87,110
1995.0,water,E-M10LS,Pobeña (puente). Low Tide. Surface,43.3469,-3.1216,29,87,110
2011.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,1009
2009.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,835
2008.0,water,E-N15LS,Barakaldo (Puente de Rontegi). Low Tide. Surface,43.2951,-2.974,21,87,779
2008.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,748
2021.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,1445
2020.0,water,E-OI20LS,Pasaia (San Pedro). Low Tide. Surface,43.3263,-1.9212,29,87,2544
2007.0,water,L-RF30S,Litoral Butroe - Plataforma. Surface,43.5,-2.7999,17,87,218
2019.0,water,E-OI20LS,Pasaia (San Pedro). Low Tide. Surface,43.3263,-1.9212,29,87,2457
2008.0,water,L-RF30S,Litoral Butroe - Plataforma. Surface,43.5,-2.7999,17,87,305
2007.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,661
2015.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,1366
2016.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,1453
2021.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,2480
2011.0,phytoplankton,L-BI10,Litoral de Hondarribia,43.3967,-1.8021,17,87,641
2016.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,1010
2017.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,1097
2018.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,1184
2013.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,740
2012.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,653
2011.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,566
2019.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,1271
2010.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,479
2017.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,1540
2009.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,392
2008.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,305
2007.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,218
2021.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,1888
2020.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,1801
2019.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,1714
2018.0,water,L-RF10S,Litoral Oiartzun - Plataforma. Surface,43.4534,-1.918,21,87,1627
2018.0,water,E-OI20LS,Pasaia (San Pedro). Low Tide. Surface,43.3263,-1.9212,29,87,2370
2020.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,2393
2021.0,water,L-OI10S,Litoral de Pasaia. Surface,43.3376,-1.9324,28,87,2545
2010.0,water,E-OI20LS,Pasaia (San Pedro). Low Tide. Surface,43.3263,-1.9212,29,87,1665
2013.0,water,E-OI20LS,Pasaia (San Pedro). Low Tide. Surface,43.3263,-1.9212,29,87,1926
2017.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,1565
2016.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,1478
2015.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,1391
2012.0,water,E-OI20LS,Pasaia (San Pedro). Low Tide. Surface,43.3263,-1.9212,29,87,1839
2013.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,1208
2011.0,water,E-OI20LS,Pasaia (San Pedro). Low Tide. Surface,43.3263,-1.9212,29,87,1752
2021.0,water,L-U10S,Litoral de Zumaia. Surface,43.3172,-2.2426,28,87,2511
2019.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,1739
2012.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,1121
2011.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,1034
2010.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,947
2009.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,860
2008.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,773
2007.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,686
2020.0,water,L-U10S,Litoral de Zumaia. Surface,43.3172,-2.2426,28,87,2424
2009.0,water,L-O10S,Litoral de Orio. Surface,43.3054,-2.1356,28,87,1501
2020.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,1826
2019.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,2306
2016.0,water,E-OI20LS,Pasaia (San Pedro). Low Tide. Surface,43.3263,-1.9212,29,87,2196
2018.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,2219
2017.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,2132
2016.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,2045
2015.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,1958
2017.0,water,E-OI20LS,Pasaia (San Pedro). Low Tide. Surface,43.3263,-1.9212,29,87,2283
2013.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,1775
2012.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,1688
2011.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,1601
2021.0,water,L-OI20S,Litoral de Pasaia (Asabaratza). Surface,43.3601,-1.8918,21,87,1913
2010.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,1514
2009.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,1427
2008.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,1340
2007.0,water,L-OK10S,Litoral de Mundaka. Surface,43.4409,-2.7016,28,87,1253
2009.0,water,L-RF30S,Litoral Butroe - Plataforma. Surface,43.5,-2.7999,17,87,392
2015.0,water,E-OI20LS,Pasaia (San Pedro). Low Tide. Surface,43.3263,-1.9212,29,87,2109
2010.0,water,L-RF30S,Litoral Butroe - Plataforma. Surface,43.5,-2.7999,17,87,479
2010.0,water,L-O10S,Litoral de Orio. Surface,43.3054,-2.1356,28,87,1588
2015.0,water,L-O10S,Litoral de Orio. Surface,43.3054,-2.1356,28,87,2032
2008.0,water,L-O10S,Litoral de Orio. Surface,43.3054,-2.1356,28,87,1414
2007.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,1328
2008.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,1333
2019.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,2374
2009.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,1420
2010.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,1507
2011.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,1594
1997.0,sediments,L-B10,,,,0,87,260
2012.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,1681
2013.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,1768
2018.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,2287
2015.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,1951
2017.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,2200
1995.0,sediments,E-U10,,,,0,87,93
2016.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,2113
2016.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,2038
2015.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,2026
2013.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,1843
2017.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,2125
2007.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,1246
2020.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,2461
2021.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,2548
2016.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,1478
2018.0,water,L-RF30S,Litoral Butroe - Plataforma. Surface,43.5,-2.7999,17,87,1184
2019.0,water,L-RF30S,Litoral Butroe - Plataforma. Surface,43.5,-2.7999,17,87,1271
2021.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,1913
2020.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,1826
2019.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,1739
2018.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,1652
2017.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,1565
2015.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,1391
2007.0,water,L-O10S,Litoral de Orio. Surface,43.3054,-2.1356,28,87,1327
2013.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,1208
2012.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,1121
2011.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,1034
2010.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,947
2009.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,860
2008.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,773
2007.0,water,L-L20S,Litoral de Lekeitio. Surface,43.3729,-2.4896,21,87,686
2020.0,water,L-RF30S,Litoral Butroe - Plataforma. Surface,43.5,-2.7999,17,87,1358
2021.0,water,L-RF30S,Litoral Butroe - Plataforma. Surface,43.5,-2.7999,17,87,1445
2018.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,2212
1995.0,sediments,E-BI10,,,,0,87,93
2013.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,1931
2012.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,1844
2011.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,1757
2010.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,1670
2009.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,1583
2008.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,1496
2009.0,water,L-U10S,Litoral de Zumaia. Surface,43.3172,-2.2426,28,87,1458
2007.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,1409
2016.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,2201
1997.0,sediments,E-BI10,,,,0,87,281
2008.0,water,L-U10S,Litoral de Zumaia. Surface,43.3172,-2.2426,28,87,1371
2007.0,water,L-U10S,Litoral de Zumaia. Surface,43.3172,-2.2426,28,87,1284
1995.0,sediments,E-N10,,,,0,87,93
1995.0,sediments,E-D10,,,,0,87,93
2013.0,phytoplankton,L-OK10,Litoral de Mundaka,43.4409,-2.7016,21,87,753
1995.0,sediments,E-L10,,,,0,87,93
2015.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,2114
1995.0,sediments,E-OI20,,,,0,87,93
2008.0,phytoplankton,E-N30,Abra Exterior,43.3604,-3.0453,17,87,369
2009.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,1495
1997.0,water,L-U10S,Litoral de Zumaia. Surface,43.3172,-2.2426,28,87,286
2019.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,2299
2020.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,2386
2021.0,water,L-B20S,Litoral de Bakio. Surface,43.4474,-2.8033,28,87,2473
2012.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,1756
2011.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,1669
2010.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,1582
2021.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,2636
1995.0,sediments,E-OK10,,,,0,87,93
2020.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,2549
2008.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,1408
2015.0,water,L-RF20S,Litoral Deba - Plataforma. Surface,43.4,-2.2999,17,87,923
2007.0,water,L-L10S,Litoral de Elantxobe (Kai Arri). Surface,43.4026,-2.5851,28,87,1321
2019.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,2462
2018.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,2375
2017.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,87,2288
2017.0,water,L-RF30S,Litoral Butroe - Plataforma. Surface,43.5,-2.7999,17,87,1097
2017.0,water,L-OI10S,Litoral de Pasaia. Surface,43.3376,-1.9324,28,87,2197
2016.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,2040
2013.0,water,L-U10S,Litoral de Zumaia. Surface,43.3172,-2.2426,28,87,1806
2017.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,2208
2019.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,2382
2020.0,water,L-A10S,Litoral de Ondarroa. Surface,43.3359,-2.4025,26,87,2151
2012.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,1683
2007.0,water,E-N10LS,Bilbao (Puente de Deusto). Low Tide. Surface,43.2697,-2.939,29,87,1397
2018.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,2295
2011.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,1596
2010.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,1509
2021.0,water,L-A10S,Litoral de Ondarroa. Surface,43.3359,-2.4025,26,87,2238
2009.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,1422
2015.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,2034
2021.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,2475
2012.0,water,L-U10S,Litoral de Zumaia. Surface,43.3172,-2.2426,28,87,1719
2008.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,1335
2017.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,2127
2021.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,2566
2007.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,1248
2011.0,water,L-U10S,Litoral de Zumaia. Surface,43.3172,-2.2426,28,87,1632
1997.0,water,L-O10S,Litoral de Orio. Surface,43.3054,-2.1356,28,87,322
2010.0,water,L-U10S,Litoral de Zumaia. Surface,43.3172,-2.2426,28,87,1545
2016.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,2121
2019.0,water,L-A10S,Litoral de Ondarroa. Surface,43.3359,-2.4025,26,87,2064
2020.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,2388
2011.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,1676
2017.0,water,L-A10S,Litoral de Ondarroa. Surface,43.3359,-2.4025,26,87,1890
2008.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,1415
2018.0,water,L-A10S,Litoral de Ondarroa. Surface,43.3359,-2.4025,26,87,1977
2015.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,1953
2018.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,2214
2009.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,1502
1995.0,sediments,L-L10,,,,0,87,87
2008.0,water,E-N30LS,Abra Exterior. Low Tide. Surface,43.3604,-3.0453,28,87,1496
2000.0,water,E-OK20LS,Sukarrieta (Txatxarramendi). Low Tide. Surface,43.3936,-2.6943,26,87,283
2019.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,2301
2010.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,1589
1997.0,sediments,L-N10,,,,0,87,281
1995.0,sediments,L-N20,,,,0,87,87
2012.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,1763
1997.0,sediments,L-N20,,,,0,87,275
2007.0,water,E-N30LS,Abra Exterior. Low Tide. Surface,43.3604,-3.0453,28,87,1409
2013.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,87,1770
2013.0,water,L-N10S,Litoral del Abra (Frente al Superpuerto). Surface,43.3826,-3.082,28,87,1850
2008.0,water,E-N10LS,Bilbao (Puente de Deusto). Low Tide. Surface,43.2697,-2.939,29,87,1484
2009.0,phytoplankton,L-BI10,Litoral de Hondarribia,43.3967,-1.8021,17,86,478
2008.0,phytoplankton,L-RF20,Litoral Deba - Plataforma,43.4,-2.2999,13,86,188
2023.0,phytoplankton,E-OI10,Lezo,43.3228,-1.9038,21,86,966
2015.0,invertebrates,L-RF30,Litoral Butroe - Plataforma,43.5000106,-2.7998994,17,86,562
1995.0,sediments,E-A10,,,,0,86,92
1995.0,water,E-OK10LS,Murueta (Astillero). Low Tide. Surface,43.3647,-2.6841,29,86,109
1995.0,water,E-OI10LS,Lezo. Low Tide. Surface,43.3228,-1.9038,29,86,109
1997.0,water,L-BI10S,Litoral de Hondarribia. Surface,43.3967,-1.8021,28,85,248
1997.0,water,L-OI10S,Litoral de Pasaia. Surface,43.3376,-1.9324,28,85,320
2009.0,phytoplankton,L-UR20,Litoral de Mompás,43.3389,-1.9548,21,85,445
2007.0,phytoplankton,L-UR20,Litoral de Mompás,43.3389,-1.9548,21,85,260
1997.0,water,L-UR20S,Litoral de Mompás. Surface,43.3389,-1.9548,28,85,320
1996.0,water,L-B10S,Litoral de Gorliz (Cabo Villano). Surface,43.4371,-2.9553,28,84,164
2019.0,phytoplankton,E-N17,Leioa (Lamiako),43.3156,-2.9977,16,84,884
1995.0,sediments,L-U10,,,,0,84,84
2009.0,phytoplankton,L-O20,Litoral de Getaria,43.3156,-2.1801,16,84,256
2013.0,phytoplankton,E-B7,Plentzia (Campo de fútbol),43.3979,-2.9442,17,84,453
2016.0,phytoplankton,E-OK20,Sukarrieta (Txatxarramendi),43.3936,-2.6943,21,84,853
1996.0,sediments,E-OI10,,,,0,84,158
2008.0,phytoplankton,L-O20,Litoral de Getaria,43.3156,-2.1801,16,84,172
1996.0,water,L-BI10S,Litoral de Hondarribia. Surface,43.3967,-1.8021,28,84,163
2013.0,water,E-L5LS,Lekeitio (Astillero). Low Tide. Surface,43.3569,-2.5047,21,83,1122
2011.0,water,E-M5LS,Muskiz (Petronor). Low Tide. Surface,43.3322,-3.1125,21,83,963
2013.0,water,E-D5LS,Deba (Campo de fútbol). Low Tide. Surface,43.2934,-2.3639,21,83,1127
2007.0,water,E-L5LS,Lekeitio (Astillero). Low Tide. Surface,43.3569,-2.5047,21,83,628
2011.0,water,E-L5LS,Lekeitio (Astillero). Low Tide. Surface,43.3569,-2.5047,21,83,956
2012.0,water,E-D5LS,Deba (Campo de fútbol). Low Tide. Surface,43.2934,-2.3639,21,83,1044
2007.0,water,E-M5LS,Muskiz (Petronor). Low Tide. Surface,43.3322,-3.1125,21,83,635
2012.0,water,E-L5LS,Lekeitio (Astillero). Low Tide. Surface,43.3569,-2.5047,21,83,1039
2019.0,water,E-L5LS,Lekeitio (Astillero). Low Tide. Surface,43.3569,-2.5047,21,83,1629
2007.0,water,E-BI20LS,Hondarribia (Txingudi). Low Tide. Surface,43.3697,-1.7901,29,83,1345
2007.0,water,E-B5LS,Plentzia (Abaniko). Low Tide. Surface,43.3963,-2.9241,21,83,631
2018.0,phytoplankton,E-OK20,Sukarrieta (Txatxarramendi),43.3936,-2.6943,21,83,1014
2015.0,water,E-D5LS,Deba (Campo de fútbol). Low Tide. Surface,43.2934,-2.3639,21,83,1302
2015.0,water,E-L5LS,Lekeitio (Astillero). Low Tide. Surface,43.3569,-2.5047,21,83,1297
2016.0,water,E-L5LS,Lekeitio (Astillero). Low Tide. Surface,43.3569,-2.5047,21,83,1380
2017.0,water,E-L5LS,Lekeitio (Astillero). Low Tide. Surface,43.3569,-2.5047,21,83,1463
2015.0,phytoplankton,E-OK20,Sukarrieta (Txatxarramendi),43.3936,-2.6943,21,83,769
2018.0,water,E-L5LS,Lekeitio (Astillero). Low Tide. Surface,43.3569,-2.5047,21,83,1546
2009.0,water,E-D5LS,Deba (Campo de fútbol). Low Tide. Surface,43.2934,-2.3639,21,83,795
2018.0,water,E-D5LS,Deba (Campo de fútbol). Low Tide. Surface,43.2934,-2.3639,21,83,1549
2016.0,water,E-D5LS,Deba (Campo de fútbol). Low Tide. Surface,43.2934,-2.3639,21,83,1385
2015.0,water,E-BI20LS,Hondarribia (Txingudi). Low Tide. Surface,43.3697,-1.7901,29,83,2015
2010.0,water,E-B5LS,Plentzia (Abaniko). Low Tide. Surface,43.3963,-2.9241,21,83,864
2011.0,water,E-B5LS,Plentzia (Abaniko). Low Tide. Surface,43.3963,-2.9241,21,83,947
2019.0,water,E-BI20LS,Hondarribia (Txingudi). Low Tide. Surface,43.3697,-1.7901,29,83,2347
2013.0,water,E-BI5LS,Irun (Behobia). Low Tide. Surface,43.344,-1.7621,21,83,1128
2015.0,water,E-BI5LS,Irun (Behobia). Low Tide. Surface,43.344,-1.7621,21,83,1303
2016.0,water,E-BI5LS,Irun (Behobia). Low Tide. Surface,43.344,-1.7621,21,83,1386
2017.0,water,E-BI5LS,Irun (Behobia). Low Tide. Surface,43.344,-1.7621,21,83,1469
2018.0,water,E-BI5LS,Irun (Behobia). Low Tide. Surface,43.344,-1.7621,21,83,1552
2019.0,water,E-BI5LS,Irun (Behobia). Low Tide. Surface,43.344,-1.7621,21,83,1635
2018.0,water,E-BI20LS,Hondarribia (Txingudi). Low Tide. Surface,43.3697,-1.7901,29,83,2264
2017.0,water,E-BI20LS,Hondarribia (Txingudi). Low Tide. Surface,43.3697,-1.7901,29,83,2181
2020.0,water,E-BI5LS,Irun (Behobia). Low Tide. Surface,43.344,-1.7621,21,83,1718
2021.0,water,E-BI5LS,Irun (Behobia). Low Tide. Surface,43.344,-1.7621,21,83,1801
2021.0,water,E-B7LS,Plentzia (Campo de fútbol). Low Tide. Surface,43.3979,-2.9442,21,83,1823
2017.0,water,E-B7LS,Plentzia (Campo de fútbol). Low Tide. Surface,43.3979,-2.9442,21,83,1491
2018.0,water,E-B7LS,Plentzia (Campo de fútbol). Low Tide. Surface,43.3979,-2.9442,21,83,1574
2019.0,water,E-B7LS,Plentzia (Campo de fútbol). Low Tide. Surface,43.3979,-2.9442,21,83,1657
2020.0,water,E-B7LS,Plentzia (Campo de fútbol). Low Tide. Surface,43.3979,-2.9442,21,83,1740
2015.0,water,E-M5LS,Muskiz (Petronor). Low Tide. Surface,43.3322,-3.1125,21,83,1304
